[2026-08-31T18:49:31.761699] Frecuencia: 395.6875 MHz (395687500 Hz) | Canal ID: 1255 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:35.668530] Frecuencia: 395.7000 MHz (395700000 Hz) | Canal ID: 1256 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:36.049811] Frecuencia: 399.2500 MHz (399250000 Hz) | Canal ID: 1540 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:49:36.049969] Frecuencia: 394.0000 MHz (394000000 Hz) | Canal ID: 1120 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:49:39.567094] Frecuencia: 395.7125 MHz (395712500 Hz) | Canal ID: 1257 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:43.792743] Frecuencia: 395.7250 MHz (395725000 Hz) | Canal ID: 1258 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:47.695439] Frecuencia: 395.7375 MHz (395737500 Hz) | Canal ID: 1259 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:51.660920] Frecuencia: 395.7500 MHz (395750000 Hz) | Canal ID: 1260 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:55.626635] Frecuencia: 395.7625 MHz (395762500 Hz) | Canal ID: 1261 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:59.473915] Frecuencia: 391.1375 MHz (391137500 Hz) | Canal ID: 891 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:59.474166] Frecuencia: 399.8875 MHz (399887500 Hz) | Canal ID: 1591 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:59.474258] Frecuencia: 397.5875 MHz (397587500 Hz) | Canal ID: 1407 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:59.474370] Frecuencia: 397.2375 MHz (397237500 Hz) | Canal ID: 1379 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:49:59.728413] Frecuencia: 395.7750 MHz (395775000 Hz) | Canal ID: 1262 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:03.695026] Frecuencia: 395.7875 MHz (395787500 Hz) | Canal ID: 1263 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:07.660345] Frecuencia: 395.8000 MHz (395800000 Hz) | Canal ID: 1264 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:11.627066] Frecuencia: 395.8125 MHz (395812500 Hz) | Canal ID: 1265 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:15.536138] Frecuencia: 395.8250 MHz (395825000 Hz) | Canal ID: 1266 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:19.756597] Frecuencia: 395.8375 MHz (395837500 Hz) | Canal ID: 1267 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:23.724457] Frecuencia: 395.8500 MHz (395850000 Hz) | Canal ID: 1268 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:27.633979] Frecuencia: 395.8625 MHz (395862500 Hz) | Canal ID: 1269 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:31.604394] Frecuencia: 395.8750 MHz (395875000 Hz) | Canal ID: 1270 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:35.627163] Frecuencia: 395.8875 MHz (395887500 Hz) | Canal ID: 1271 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:39.723290] Frecuencia: 395.9000 MHz (395900000 Hz) | Canal ID: 1272 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:43.633690] Frecuencia: 395.9125 MHz (395912500 Hz) | Canal ID: 1273 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:47.538301] Frecuencia: 395.9250 MHz (395925000 Hz) | Canal ID: 1274 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:51.819787] Frecuencia: 395.9375 MHz (395937500 Hz) | Canal ID: 1275 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:54.379443] Frecuencia: 392.9250 MHz (392925000 Hz) | Canal ID: 1034 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:50:55.723978] Frecuencia: 395.9500 MHz (395950000 Hz) | Canal ID: 1276 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:50:59.630034] Frecuencia: 395.9625 MHz (395962500 Hz) | Canal ID: 1277 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:51:03.539734] Frecuencia: 395.9750 MHz (395975000 Hz) | Canal ID: 1278 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:51:04.435343] Frecuencia: 397.0375 MHz (397037500 Hz) | Canal ID: 1363 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:51:04.435812] Frecuencia: 394.4500 MHz (394450000 Hz) | Canal ID: 1156 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:51:04.436007] Frecuencia: 396.6125 MHz (396612500 Hz) | Canal ID: 1329 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:51:14.426564] Frecuencia: 397.0125 MHz (397012500 Hz) | Canal ID: 1361 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:51:14.427063] Frecuencia: 396.2000 MHz (396200000 Hz) | Canal ID: 1296 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:51:14.427779] Frecuencia: 394.4500 MHz (394450000 Hz) | Canal ID: 1156 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:51:15.441546] Frecuencia: 394.4375 MHz (394437500 Hz) | Canal ID: 1155 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:51:15.441652] Frecuencia: 390.1000 MHz (390100000 Hz) | Canal ID: 808 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:51:15.441726] Frecuencia: 396.0000 MHz (396000000 Hz) | Canal ID: 1280 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:51:15.441795] Frecuencia: 392.9125 MHz (392912500 Hz) | Canal ID: 1033 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:17.832959] Frecuencia: 399.6000 MHz (399600000 Hz) | Canal ID: 1568 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.833333] Frecuencia: 397.1375 MHz (397137500 Hz) | Canal ID: 1371 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.833715] Frecuencia: 390.2750 MHz (390275000 Hz) | Canal ID: 822 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.834202] Frecuencia: 393.6000 MHz (393600000 Hz) | Canal ID: 1088 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.834946] Frecuencia: 399.8500 MHz (399850000 Hz) | Canal ID: 1588 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.835188] Frecuencia: 394.2000 MHz (394200000 Hz) | Canal ID: 1136 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.835461] Frecuencia: 390.4500 MHz (390450000 Hz) | Canal ID: 836 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.835981] Frecuencia: 399.2000 MHz (399200000 Hz) | Canal ID: 1536 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.836325] Frecuencia: 391.4000 MHz (391400000 Hz) | Canal ID: 912 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.836898] Frecuencia: 390.8000 MHz (390800000 Hz) | Canal ID: 864 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:17.972418] Frecuencia: 393.2875 MHz (393287500 Hz) | Canal ID: 1063 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:17.972693] Frecuencia: 397.2500 MHz (397250000 Hz) | Canal ID: 1380 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:17.973155] Frecuencia: 393.8750 MHz (393875000 Hz) | Canal ID: 1110 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:18.272766] Frecuencia: 393.4000 MHz (393400000 Hz) | Canal ID: 1072 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:19.696299] Frecuencia: 397.1500 MHz (397150000 Hz) | Canal ID: 1372 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:20.077176] Frecuencia: 400.0000 MHz (400000000 Hz) | Canal ID: 1600 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:20.271332] Frecuencia: 399.1500 MHz (399150000 Hz) | Canal ID: 1532 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:20.271965] Frecuencia: 393.9875 MHz (393987500 Hz) | Canal ID: 1119 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:20.273614] Frecuencia: 399.3500 MHz (399350000 Hz) | Canal ID: 1548 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:21.342934] Frecuencia: 394.4375 MHz (394437500 Hz) | Canal ID: 1155 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:21.343156] Frecuencia: 390.1000 MHz (390100000 Hz) | Canal ID: 808 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:21.343323] Frecuencia: 396.0000 MHz (396000000 Hz) | Canal ID: 1280 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:21.343452] Frecuencia: 392.9125 MHz (392912500 Hz) | Canal ID: 1033 | Detectada en: 392.6625 MHz | Celda SCR: 70
[2026-08-31T18:57:22.692991] Frecuencia: 392.9375 MHz (392937500 Hz) | Canal ID: 1035 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:22.693196] Frecuencia: 397.6500 MHz (397650000 Hz) | Canal ID: 1412 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:22.693356] Frecuencia: 392.8500 MHz (392850000 Hz) | Canal ID: 1028 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:22.693568] Frecuencia: 391.0375 MHz (391037500 Hz) | Canal ID: 883 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:23.588931] Frecuencia: 397.1625 MHz (397162500 Hz) | Canal ID: 1373 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:27.614928] Frecuencia: 397.1750 MHz (397175000 Hz) | Canal ID: 1374 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:29.687086] Frecuencia: 396.0125 MHz (396012500 Hz) | Canal ID: 1281 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:31.855164] Frecuencia: 397.1875 MHz (397187500 Hz) | Canal ID: 1375 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:35.749776] Frecuencia: 397.2000 MHz (397200000 Hz) | Canal ID: 1376 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:39.713774] Frecuencia: 397.2125 MHz (397212500 Hz) | Canal ID: 1377 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:43.683340] Frecuencia: 397.2250 MHz (397225000 Hz) | Canal ID: 1378 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:47.589981] Frecuencia: 397.2375 MHz (397237500 Hz) | Canal ID: 1379 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:54.528042] Frecuencia: 395.0500 MHz (395050000 Hz) | Canal ID: 1204 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:55.727975] Frecuencia: 397.2625 MHz (397262500 Hz) | Canal ID: 1381 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:57:59.679509] Frecuencia: 397.2750 MHz (397275000 Hz) | Canal ID: 1382 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:58:03.646925] Frecuencia: 397.2875 MHz (397287500 Hz) | Canal ID: 1383 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:58:07.557573] Frecuencia: 397.3000 MHz (397300000 Hz) | Canal ID: 1384 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:58:11.781656] Frecuencia: 397.3125 MHz (397312500 Hz) | Canal ID: 1385 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:58:15.750331] Frecuencia: 397.3250 MHz (397325000 Hz) | Canal ID: 1386 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:58:18.752505] Frecuencia: 393.0000 MHz (393000000 Hz) | Canal ID: 1040 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:58:19.653028] Frecuencia: 397.3375 MHz (397337500 Hz) | Canal ID: 1387 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:58:23.562797] Frecuencia: 397.3500 MHz (397350000 Hz) | Canal ID: 1388 | Detectada en: 393.6500 MHz | Celda SCR: 70
[2026-08-31T18:58:27.840553] Frecuencia: 397.3625 MHz (397362500 Hz) | Canal ID: 1389 | Detectada en: 393.6500 MHz | Celda SCR: 70
